# Michele Di Niccola, Valerio Russo
# team-name
# ML-CUP24
# 28/1/2025
1,-0.8071878,-0.14822407,10.714527
2,-0.41815287,2.2849,22.680079
3,0.8587074,-0.33182275,-11.710856
4,0.13724008,-0.059226647,-4.262462
5,1.4934685,0.24006318,2.985789
6,-1.5798622,2.241876,22.939707
7,0.33686015,-0.55084395,6.579348
8,-0.47028118,-0.39277214,-6.088926
9,-1.5762873,-0.38351083,16.132551
10,-0.6947084,0.5619757,8.810704
11,-0.38304242,0.0611037,10.382986
12,-0.022057084,1.1355042,16.924286
13,-1.2439265,-1.8860673,24.26476
14,-1.9483881,-1.2363739,23.34264
15,2.1804602,-1.3445948,25.211939
16,-0.3892246,0.051299036,10.573462
17,0.6848043,-0.48174658,-10.267961
18,-1.3492109,0.03650579,0.87489635
19,-0.05714019,0.84357965,-7.82906
20,0.29471272,-1.7769878,20.70848
21,-0.548311,-0.94413763,11.59083
22,-0.29051143,0.2512794,2.0091012
23,-0.72054803,0.047564134,-4.990565
24,1.083133,-0.6086584,12.255489
25,-0.022122169,0.14736195,-3.5756776
26,0.8182696,-0.37358493,-11.3528185
27,0.9276653,0.66071707,-12.066731
28,0.81698227,-0.37487414,-11.341392
29,-0.0046238047,-0.47405303,4.6136203
30,-0.2658385,0.04768151,-4.4005857
31,0.7780806,0.15259428,9.352528
32,-0.3846076,0.055579856,10.4192
33,0.091946736,0.07995221,2.389716
34,-0.3415903,0.21476014,-5.1874204
35,0.08571182,1.4458327,14.843796
36,-1.7971877,0.7081568,19.445684
37,-0.34256694,0.11753689,3.4081495
38,0.16098182,-0.468143,-7.409515
39,-0.055826016,-0.44281524,-6.3148856
40,1.0041878,0.24768485,-12.445037
41,1.8509916,-1.7948028,25.072739
42,0.3574484,0.6757541,7.530804
43,0.66352874,1.7632825,19.476797
44,-2.25113,0.07652484,22.472046
45,-0.112671144,1.5427194,15.21715
46,0.9370102,-1.5520018,19.169764
47,-1.7511395,0.45549938,18.042261
48,1.281839,1.3835611,18.46646
49,-1.7964097,0.66897684,19.385107
50,-0.111635886,0.77424896,8.2663965
51,-0.10252855,-0.41202116,-6.544515
52,0.80856806,-0.38324034,-11.266652
53,-1.5367191,-1.7257347,23.880968
54,-0.066128895,0.14519696,-1.3192718
55,0.3109493,1.9311228,20.476568
56,1.8023762,0.53639454,19.021067
57,1.0331616,-0.8230805,12.523605
